稽查日期,檢驗點,大腸桿菌群,總菌落數,自由有效餘氯（數值）,氫離子濃度指數（數值）
110年10月,大龍街126號,<1,<1,0.61,7.1
110年10月,延平北路2段61巷16號,<1,<1,0.59,7
110年10月,昌吉街118號,<1,<1,0.67,7.1
110年10月,哈密街59巷﹝龍塘綠地﹞,<1,<1,0.62,7.2
110年10月,迪化街1段268號,<1,<1,0.58,7
110年10月,建國南路1段354號,<1,<1,0.6,7.1
110年10月,師大路107號,<1,<1,0.6,7.1
110年10月,長安西路36號,<1,<1,0.64,7
110年10月,木柵路1段280號,<1,<1,0.62,7
110年10月,景福街19號1樓,<1,<1,0.54,7
110年10月,興隆路2段234號,<1,<1,0.63,7
110年10月,莊敬路393號,<1,<1,0.62,7.1
110年10月,中山北路5段320號,<1,<1,0.53,6.8
110年10月,天母東路69巷30號,<1,<1,0.63,7.1
110年10月,至善路二段449號,<1,<1,0.72,7.3
110年10月,至善路二段449號,<1,<1,0.22,7.3
110年10月,後港街38巷臨5之1號,<1,<1,0.56,7
110年10月,格致路198號,<1,<1,0.6,7
110年10月,華齡街2巷口,<1,<1,0.45,7
110年10月,大安區四維路52巷1號對面,<1,<1,0.59,7.2
110年10月,和平東路三段308巷15弄涼亭旁,<1,<1,0.43,7.1
110年10月,中山北路1段110-7號,<1,<1,0.64,7.1
110年10月,思源街1號,<1,<1,0.61,7
110年10月,木新路3段55號,<1,<1,0.5,7.2
110年10月,羅斯福路六段268號,<1,<1,0.6,7.3
110年10月,行義路1號,<1,<1,0.59,7
110年10月,承德路七段388號對面﹝北投加壓站﹞,<1,<1,0.58,7.1
110年11月,長興街131號,<1,<1,0.57,7.4
110年11月,思源街1號,<1,<1,0.61,7.4
110年11月,新北市新店區直潭路127號,<1,<1,0.65,7.1
110年11月,至善路3段110號,<1,<1,0.64,7.4
110年11月,菁山路101巷79號,<1,<1,0.69,7.4
110年11月,泉源路260號,<1,<1,0.62,7.8
110年11月,鹿角坑加壓站 竹子湖路75-1號對面,<1,<1,0.72,7.8
110年11月,臺北市內湖區大湖街166巷大湖公園入口旁,<1,<1,0.62,7.3
110年11月,永吉路120巷92號,<1,<1,0.59,7.5
110年11月,研究院路二段1號,<1,<1,0.5,7.2
110年11月,興東街1號對面,<1,<1,0.47,7.4
110年11月,民族東路臨41號,<1,<1,0.59,7.5
110年11月,延壽街373號,<1,<1,0.6,7.5
110年11月,臺北市松山區八德路2段364巷5弄29號對面,<1,<1,0.62,7.5
110年11月,桂林路167巷14號（三清宮）,<1,<1,0.59,7.6
110年11月,大安區四維路52巷1號對面,<1,<1,0.51,7.5
110年11月,和平東路三段308巷15弄涼亭旁,<1,<1,0.58,7.5
110年11月,木新路3段55號,<1,<1,0.54,7.5
110年11月,羅斯福路六段268號,<1,<1,0.61,7.3
110年11月,羅斯福路六段268號,<1,<1,0.63,7.5
110年11月,至善路2段322巷口,<1,<1,0.58,7.3
110年11月,格致路198號,<1,<1,0.66,6.9
110年11月,中山北路1段110-7號,<1,<1,0.58,7.3
110年11月,承德路七段388號對面﹝北投加壓站﹞,<1,<1,0.62,7.4
110年11月,新生北路三段101號,<1,<1,0.64,7.3
110年11月,內溝里康樂街206-4號旁附近,<1,<1,0.61,7.4
110年11月,康寧路3段99巷17弄26號旁,<1,<1,0.62,7.4
110年11月,民權東路5段41-1號,<1,<1,0.66,7.4
110年11月,臺北市松山區南京東路4段52巷16弄口,<1,<1,0.63,7.4
110年11月,中坡南路51號,<1,<1,0.56,7.3
110年11月,建國南路1段354號,<1,<1,0.59,7.5
110年11月,師大路107號,<1,<1,0.58,7.5
110年11月,木柵路1段280號,<1,<1,0.58,7.3
110年11月,景福街19號1樓,<1,<1,0.57,7.4
110年11月,興隆路2段234號,<1,<1,0.59,7.3
110年11月,莊敬路393號,<1,<1,0.57,7.5
110年11月,西園路1段127號,<1,<1,0.64,7.6
110年11月,西寧南路124號,<1,<1,0.65,7.5
110年11月,西藏路171號,<1,<1,0.67,7.6
110年11月,長泰街8號,<1,<1,0.64,7.7
110年11月,莒光路176號,<1,<1,0.68,7.6
110年11月,萬大路423巷115號,<1,<1,0.64,7.7
110年11月,大龍街126號,<1,<1,0.56,7.6
110年11月,延平北路2段61巷16號,<1,<1,0.6,7.6
110年11月,昌吉街118號,<1,<1,0.61,7.5
110年11月,迪化街1段268號,<1,<1,0.58,7.4
110年11月,中山北路1段110-7號,<1,<1,0.52,7.6
110年11月,臺北市中山區長安西路38號,<1,<1,0.59,7.4
110年11月,中山北路5段320號,<1,<1,0.56,7.1
110年11月,天母東路69巷30號,<1,<1,0.57,7.3
110年11月,至善路2段322巷口,<1,<1,0.52,7.5
110年11月,後港街38巷臨5之1號,<1,<1,0.53,7.4
110年11月,華齡街2巷口,<1,<1,0.51,7.4
110年11月,行義路1號,<1,<1,0.57,7.2
110年12月,民族東路臨41號,<1,<1,0.55,7.2
110年12月,民族東路臨41號,<1,<1,0.57,7.1
110年12月,臺北市內湖區大湖街166巷大湖公園入口旁,<1,<1,0.54,7.1
110年12月,臺北市松山區八德路2段364巷5弄29號對面,<1,<1,0.56,7.2
110年12月,永吉路120巷92號,<1,<1,0.53,7.2
110年12月,研究院路二段1號,<1,<1,0.42,7.2
110年12月,興東街1號對面,<1,<1,0.41,7.3
110年12月,桂林路167巷14號（三清宮）,<1,<1,0.6,7.5
110年12月,新生北路三段101號,<1,<1,0.66,7.3
110年12月,內溝里康樂街206-4號旁附近,<1,<1,0.6,7.4
110年12月,康寧路3段99巷17弄26號旁,<1,<1,0.58,7.4
110年12月,民權東路5段41-1號,<1,<1,0.6,7.3
110年12月,臺北市松山區南京東路4段52巷16弄口,<1,<1,0.63,7.3
110年12月,中坡南路51號,<1,<1,0.6,7.4
110年12月,鹿角坑加壓站 竹子湖路75-1號對面,<10,<1,0.72,7.9
110年12月,長興街131號,<10,<1,0.59,7.4
110年12月,思源街1號,<10,<1,0.6,7.3
110年12月,直潭路127號(直潭淨水場),<10,<1,0.57,7.1
110年12月,至善路3段110號,<10,<1,0.63,7.2
110年12月,菁山路101巷79號,<10,<1,0.63,7.7
110年12月,泉源路260號,<10,<1,0.66,7.5
110年12月,建國南路1段354號,<1,<1,0.64,7.3
110年12月,師大路107號,<1,<1,0.6,7.4
110年12月,木柵路1段280號,<1,<1,0.6,7.2
110年12月,景福街19號1樓,<1,<1,0.57,7.2
110年12月,興隆路2段234號,<1,<1,0.58,7.3
110年12月,莊敬路393號,<1,<1,0.62,7.3
110年12月,大安區四維路52巷1號對面,<1,<1,0.58,7.7
110年12月,和平東路三段308巷15弄涼亭旁,<1,<1,0.54,7.5
110年12月,思源街1號,<1,<1,0.62,7.4
110年12月,木新路3段55號,<1,<1,0.53,7.5
110年12月,羅斯福路六段268號,<1,<1,0.59,7.7
110年12月,至善路二段449號,<1,<1,0.59,7.4
110年12月,格致路198號,<1,<1,0.64,7
110年12月,中山北路1段110-7號,<1,<1,0.59,7.4
110年12月,承德路七段388號對面﹝北投加壓站﹞,<1,<1,0.6,7.5
110年12月,西園路1段127號,<1,<1,0.51,7.5
110年12月,西寧南路124號,<1,<1,0.61,7.5
110年12月,西藏路171號,<1,<1,0.64,7.4
110年12月,長泰街8號,<1,<1,0.6,7.5
110年12月,莒光路176號,<1,<1,0.62,7.5
110年12月,萬大路423巷115號,<1,<1,0.6,7.6
110年12月,天母東路69巷30號,<1,<1,0.58,7.2
110年12月,至善路2段322巷口,<1,<1,0.56,7.2
110年12月,後港街38巷臨5之1號,<1,<1,0.57,7.1
110年12月,華齡街2巷口,<1,<1,0.52,6.9
110年12月,大龍街126號,<1,<1,0.62,7.3
110年12月,延平北路2段61巷16號,<1,<1,0.57,7.2
110年12月,昌吉街118號,<1,<1,0.63,7.3
110年12月,哈密街49巷口,<1,<1,0.49,7.3
110年12月,迪化街1段268號,<1,<1,0.49,7.1
110年12月,中山北路5段460巷1號,<1,<1,0.62,6.9
110年12月,長安西路36號,<1,<1,0.59,7.1
110年12月,行義路1號,<1,<1,0.62,7.1
111年1月,新生北路三段101號,<1,<1,0.6,7.2
111年1月,內溝里康樂街206-4號旁附近,<1,<1,0.58,7.2
111年1月,康寧路3段99巷17弄26號旁,<1,<1,0.58,7.2
111年1月,民權東路5段41-1號,<1,<1,0.61,7.2
111年1月,臺北市松山區南京東路4段52巷16弄口,<1,<1,0.64,7.2
111年1月,中坡南路51號,<1,<1,0.54,7.2
111年1月,建國南路1段354號,<1,<1,0.58,7.5
111年1月,師大路107號,<1,<1,0.57,7.4
111年1月,木柵路1段280號,<1,<1,0.63,7.4
111年1月,景福街19號1樓,<1,<1,0.54,7.4
111年1月,興隆路2段234號,<1,<1,0.64,7.4
111年1月,莊敬路393號,<1,<1,0.57,7.4
111年1月,長興街131號,<1,<1,0.59,7.5
111年1月,思源街1號,<1,<1,0.6,7.4
111年1月,直潭路127號(直潭淨水場),<1,<1,0.65,7.2
111年1月,至善路3段110號,<1,<1,0.64,7.3
111年1月,菁山路101巷79號,<1,<1,0.64,7.7
111年1月,泉源路260號,<1,<1,0.64,7.7
111年1月,鹿角坑加壓站 竹子湖路75-1號對面,<1,<1,0.67,8
111年1月,西園路1段127號,<1,<1,0.57,7.5
111年1月,西寧南路124號,<1,<1,0.57,7.5
111年1月,西藏路171號,<1,<1,0.58,7.4
111年1月,長泰街8號,<1,<1,0.58,7.4
111年1月,莒光路176號,<1,<1,0.58,7.5
111年1月,萬大路423巷115號,<1,<1,0.58,7.4
111年1月,大龍街126號,<1,<1,0.56,7.3
111年1月,延平北路2段61巷16號,<1,<1,0.43,7.2
111年1月,昌吉街118號,<1,<1,0.6,7.2
111年1月,哈密街59巷﹝龍塘綠地﹞,<1,<1,0.55,7.3
111年1月,迪化街1段268號,<1,<1,0.51,7.2
111年1月,長安西路38號,<1,<1,0.51,7.2
111年1月,天母東路69巷30號,<1,<1,0.55,7.4
111年1月,至善路2段322巷口,<1,<1,0.51,7.4
111年1月,後港街38巷臨5之1號,<1,<1,0.57,7.3
111年1月,華齡街2巷口,<1,<1,0.5,7.2
111年1月,中山北路5段460巷1號,<1,<1,0.58,7.1
111年1月,行義路1號,<1,<1,0.58,7.2
111年1月,民族東路臨41號,<1,<1,0.59,7.5
111年1月,臺北市內湖區大湖街166巷大湖公園入口旁,<1,<1,0.62,7.5
111年1月,延壽街373號,<1,<1,0.6,7.4
111年1月,臺北市松山區八德路2段364巷5弄29號對面,<1,<1,0.57,7.5
111年1月,永吉路120巷92號,<1,<1,0.57,7.4
111年1月,研究院路二段1號,<1,<1,0.47,7.3
111年1月,興東街1號對面,<1,<1,0.55,7.6
111年1月,桂林路167巷14號（三清宮）,<1,<1,0.61,7.5
111年1月,大安區四維路52巷1號對面,<1,<1,0.51,7.1
111年1月,和平東路三段308巷15弄涼亭旁,<1,<1,0.47,7.4
111年1月,思源街1號,<1,<1,0.47,7.2
111年1月,木新路3段55號,<1,<1,0.49,7.3
111年1月,羅斯福路六段268號,<1,<1,0.45,7.4
111年1月,至善路二段449號,<1,<1,0.59,7.3
111年1月,格致路198號,<1,<1,0.59,7
111年1月,中山北路1段110-7號,<1,<1,0.59,7.3
111年1月,承德路七段388號對面﹝北投加壓站﹞,<1,<1,0.58,7.3
111年2月,新生北路三段101號,<1,<1,0.62,7.2
111年2月,內溝里康樂街206-4號旁附近,<1,<1,0.46,7.3
111年2月,內溝里康樂街206-4號旁附近,<1,<1,0.58,7.3
111年2月,民權東路5段41-1號,<1,<1,0.55,7.3
111年2月,臺北市松山區南京東路4段52巷16弄口,<1,<1,0.4,7.3
111年2月,中坡南路51號,<1,<1,0.51,7.3
111年2月,西園路1段127號,<1,<1,0.51,7.4
111年2月,西寧南路124號,<1,<1,0.57,7.4
111年2月,西藏路171號,<1,<1,0.61,7.4
111年2月,長泰街8號,<1,<1,0.61,7.5
111年2月,莒光路176號,<1,<1,0.55,7.4
111年2月,萬大路423巷115號,<1,<1,0.61,7.4
111年2月,建國南路1段354號,<1,<1,0.62,7.3
111年2月,師大路107號,<1,<1,0.66,7.3
111年2月,木柵路1段280號,<1,<1,0.6,7.2
111年2月,景福街19號1樓,<1,<1,0.55,7.3
111年2月,興隆路2段234號,<1,<1,0.56,7.3
111年2月,莊敬路393號,<1,<1,0.61,7.3
111年2月,長興街131號,<1,<1,0.6,7.4
111年2月,思源街1號,<1,<1,0.6,7.4
111年2月,新北市新店區直潭路127號,<1,<1,0.58,7.3
111年2月,至善路3段110號,<1,<1,0.62,7.2
111年2月,菁山路101巷79號,<1,<1,0.62,7.8
111年2月,泉源路260號,<1,<1,0.62,7.8
111年2月,鹿角坑加壓站 竹子湖路75-1號對面,<1,<1,0.67,7.9
111年2月,大龍街126號,<1,<1,0.61,7.3
111年2月,延平北路2段61巷16號,<1,<1,0.54,7.3
111年2月,昌吉街118號,<1,<1,0.63,7.2
111年2月,哈密街59巷﹝龍塘綠地﹞,<1,<1,0.6,7.3
111年2月,迪化街1段268號,<1,<1,0.58,7.2
111年2月,長安西路38號,<1,<1,0.57,7.2
111年2月,天母東路69巷30號,<1,<1,0.56,7.2
111年2月,至善路2段322巷口,<1,<1,0.51,7.2
111年2月,後港街38巷臨5之1號,<1,<1,0.56,7.2
111年2月,華齡街2巷口,<1,<1,0.43,7.2
111年2月,中山北路5段460巷1號,<1,<1,0.57,6.9
111年2月,行義路一段五福宮旁,<1,<1,0.62,7.2
111年2月,民族東路臨41號,<1,<1,0.51,7.5
111年2月,臺北市內湖區大湖街166巷大湖公園入口旁,<1,<1,0.58,7.6
111年2月,延壽街373號,<1,<1,0.63,7.5
111年2月,臺北市松山區八德路2段364巷5弄29號對面,<1,<1,0.62,7.5
111年2月,永吉路120巷92號,<1,<1,0.57,7.8
111年2月,研究院路二段1號,<1,<1,0.56,7.6
111年2月,興東街1號對面,<1,<1,0.6,7.7
111年2月,桂林路167巷14號（三清宮）,<1,<1,0.58,7.6
111年2月,至善路2段322巷口,<1,<1,0.59,7.3
111年2月,格致路198號,<1,<1,0.63,6.9
111年2月,大安區四維路52巷1號對面,<1,<1,0.46,7.4
111年2月,和平東路三段308巷15弄涼亭旁,<1,<1,0.58,7.6
111年2月,中山北路1段110-7號,<1,<1,0.6,7.3
111年2月,思源街1號,<1,<1,0.65,7.4
111年2月,木新路3段55號,<1,<1,0.47,7.5
111年2月,羅斯福路六段268號,<1,<1,0.61,7.6
111年2月,承德路七段388號對面﹝北投加壓站﹞,<1,<1,0.48,7.3
111年3月,康寧路3段99巷17弄26號旁,<1,<1,0.63,7.2
111年3月,康樂街206號附近,<1,<1,0.56,7.2
111年3月,民權東路5段41-1號,<1,<1,0.64,7.2
111年3月,敦化北路199巷9號旁,<1,<1,0.56,7.2
111年3月,臺北市松山區南京東路4段52巷16弄口,<1,<1,0.58,7.2
111年3月,中坡南路51號,<1,<1,0.55,7.3
111年3月,建國南路1段354號,<1,<1,0.61,7.4
111年3月,師大路107號,<1,<1,0.61,7.4
111年3月,木柵路1段280號,<1,<1,0.6,7.4
111年3月,景福街19號1樓,<1,<1,0.55,7.4
111年3月,興隆路2段234號,<1,<1,0.62,7.3
111年3月,莊敬路393號,<1,<1,0.64,7.4
111年3月,長興街131號,<1,<1,0.58,7.5
111年3月,思源街1號,<1,<1,0.6,7.4
111年3月,新北市新店區直潭路127號,<1,<1,0.62,7.3
111年3月,至善路3段110號,<1,<1,0.64,7.3
111年3月,菁山路101巷79號,<1,<1,0.66,7.8
111年3月,泉源路260號,<1,<1,0.66,7.7
111年3月,鹿角坑加壓站 竹子湖路75-1號對面,<1,<1,0.65,7.9
111年3月,臺北市內湖區大湖街166巷大湖公園入口旁,<1,<1,0.65,7.3
111年3月,永吉路120巷92號,<1,<1,0.64,7.2
111年3月,研究院路二段1號,<1,<1,0.51,7.1
111年3月,興東街1號對面,<1,<1,0.61,7.3
111年3月,民族東路臨41號,<1,<1,0.56,7.6
111年3月,延壽街373號,<1,<1,0.57,7.5
111年3月,臺北市松山區八德路2段364巷5弄29號對面,<1,<1,0.64,7.6
111年3月,桂林路167巷14號（三清宮）,<1,<1,0.59,7.5
111年3月,至善路二段449號,<1,<1,0.56,7.3
111年3月,格致路198號,<1,<1,0.57,7.3
111年3月,大安區四維路52巷1號對面,<1,<1,0.67,7.2
111年3月,和平東路三段308巷15弄涼亭旁,<1,<1,0.64,7.4
111年3月,中山北路1段110-7號,<1,<1,0.59,7.4
111年3月,思源街1號,<1,<1,0.63,7.1
111年3月,木新路3段55號,<1,<1,0.57,7.4
111年3月,羅斯福路六段268號,<1,<1,0.59,7.3
111年3月,承德路七段388號對面﹝北投加壓站﹞,<1,<1,0.45,7.3
111年3月,西園路1段127號,<1,<1,0.56,7.5
111年3月,西寧南路124號,<1,<1,0.54,7.5
111年3月,西藏路171號,<1,<1,0.58,7.5
111年3月,長泰街8號,<1,<1,0.57,7.4
111年3月,莒光路176號,<1,<1,0.55,7.5
111年3月,萬大路423巷115號,<1,<1,0.57,7.5
111年3月,大龍街126號,<1,<1,0.52,7.3
111年3月,延平北路2段61巷16號,<1,<1,0.5,7.3
111年3月,昌吉街118號,<1,<1,0.51,7.3
111年3月,哈密街59巷﹝龍塘綠地﹞,<1,<1,0.5,7.5
111年3月,迪化街1段268號,<1,<1,0.44,7.3
111年3月,長安西路38號,<1,<1,0.5,7.3
111年3月,天母東路69巷30號,<1,<1,0.48,7.2
111年3月,至善路2段322巷口,<1,<1,0.48,7.2
111年3月,後港街38巷臨5之1號,<1,<1,0.5,7.2
111年3月,華齡街2巷口,<1,<1,0.4,7.3
111年3月,中山北路5段460巷1號,<1,<1,0.46,7.2
111年3月,行義路1號,<1,<1,0.54,7
111年4月,康寧路3段99巷17弄26號旁,<1,<1,0.53,7.1
111年4月,康樂街236-5號附近（公車站旁）,<1,<1,0.59,7.1
111年4月,民權東路5段41-1號,<1,<1,0.6,7.1
111年4月,敦化北路199巷9號旁,<1,<1,0.54,7
111年4月,臺北市松山區南京東路4段52巷16弄口,<1,<1,0.5,7.1
111年4月,中坡南路51號,<1,<1,0.59,7.1
111年4月,長興街131號,<1,<1,0.56,7.3
111年4月,思源街1號,<1,<1,0.59,7.5
111年4月,新北市新店區直潭路127號,<1,<1,0.62,7.2
111年4月,至善路3段110號,<1,<1,0.65,7.3
111年4月,菁山路101巷79號,<1,<1,0.53,7.5
111年4月,泉源路260號,<1,<1,0.61,7.9
111年4月,鹿角坑加壓站 竹子湖路75-1號對面,<1,<1,0.65,7.9
111年4月,建國南路1段354號,<1,<1,0.58,7.3
111年4月,師大路107號,<1,<1,0.57,7.3
111年4月,木柵路1段280號,<1,<1,0.56,7.3
111年4月,景福街19號1樓,<1,<1,0.55,7.2
111年4月,興隆路2段234號,<1,<1,0.57,7.3
111年4月,莊敬路393號,<1,<1,0.56,7.3
111年4月,西園路1段127號,<1,<1,0.52,7.5
111年4月,西寧南路124號,<1,<1,0.63,7.6
111年4月,西藏路171號,<1,<1,0.61,7.5
111年4月,長泰街8號,<1,<1,0.55,7.5
111年4月,莒光路176號,<1,<1,0.6,7.5
111年4月,萬大路423巷115號,<1,<1,0.56,7.5
111年4月,大龍街126號,<1,<1,0.58,7.2
111年4月,延平北路2段61巷16號,<1,<1,0.56,7.2
111年4月,昌吉街118號,<1,<1,0.59,7.2
111年4月,哈密街59巷﹝龍塘綠地﹞,<1,<1,0.58,7.3
111年4月,迪化街1段268號,<1,<1,0.57,7.2
111年4月,臺北市中山區長安西路38號,<1,<1,0.57,7.2
111年4月,天母東路69巷30號,<1,<1,0.53,7.3
111年4月,至善路2段322巷口,<1,<1,0.45,7.3
111年4月,後港街38巷臨5之1號,<1,<1,0.57,7.2
111年4月,華齡街2巷口,<1,<1,0.43,7.3
111年4月,中山北路5段460巷1號,<1,<1,0.58,7
111年4月,行義路1號,<1,<1,0.56,7
111年4月,民族東路臨41號,<1,<1,0.57,7.1
111年4月,臺北市內湖區大湖街166巷大湖公園入口旁,<1,<1,0.61,7.1
111年4月,延壽街373號,<1,<1,0.56,7.2
111年4月,臺北市松山區八德路2段364巷5弄29號對面,<1,<1,0.61,7.3
111年4月,永吉路120巷92號,<1,<1,0.65,7.1
111年4月,研究院路二段1號,<1,<1,0.48,7
111年4月,興東街1號對面,<1,<1,0.44,7.3
111年4月,桂林路167巷14號（三清宮）,<1,<1,0.55,7.2
111年4月,至善路二段449號,<1,<1,0.65,7.6
111年4月,格致路198號,<1,<1,0.58,7.7
111年4月,大安區四維路52巷1號對面,<1,<1,0.6,7.2
111年4月,和平東路三段308巷15弄涼亭旁,<1,<1,0.59,7.3
111年4月,中山北路1段110-7號,<1,<1,0.58,7.4
111年4月,思源街1號,<1,<1,0.48,7.2
111年4月,木新路3段55號,<1,<1,0.49,7.1
111年4月,羅斯福路六段268號,<1,<1,0.48,7.3
111年4月,承德路七段388號對面﹝北投加壓站﹞,<1,<1,0.58,7.8
111年5月,康寧路3段99巷17弄26號旁,<1,<1,0.49,7.2
111年5月,康樂街206號附近,<1,<1,0.6,7.2
111年5月,民權東路5段41-1號,<1,<1,0.59,7.2
111年5月,敦化北路199巷9號旁,<1,<1,0.48,7.3
111年5月,臺北市松山區南京東路4段52巷16弄口,<1,<1,0.58,7.3
111年5月,中坡南路51號,<1,<1,0.56,7.2
111年5月,長興街131號,<1,<1,0.59,7.3
111年5月,思源街1號,<1,<1,0.63,7.6
111年5月,直潭路127號(直潭淨水場),<1,<1,0.6,7.3
111年5月,至善路3段110號,<1,<1,0.66,7.2
111年5月,菁山路101巷79號,<1,<1,0.7,7.7
111年5月,泉源路260號,<1,<1,0.62,7.8
111年5月,鹿角坑加壓站 竹子湖路75-1號對面,<1,<1,0.69,7.9
111年5月,建國南路1段354號,<1,<1,0.56,7.4
111年5月,師大路107號,<1,<1,0.62,7.4
111年5月,木柵路1段280號,<1,<1,0.54,7.3
111年5月,景福街19號1樓,<1,<1,0.54,7.3
111年5月,興隆路2段234號,<1,<1,0.58,7.3
111年5月,莊敬路393號,<1,<1,0.59,7.3
111年5月,西園路1段127號,<1,<1,0.55,7.4
111年5月,西寧南路124號,<1,<1,0.64,7.3
111年5月,西藏路171號,<1,<1,0.62,7.3
111年5月,長泰街8號,<1,<1,0.59,7.3
111年5月,莒光路176號,<1,<1,0.6,7.3
111年5月,萬大路423巷115號,<1,<1,0.57,7.3
111年5月,大龍街126號,<1,<1,0.56,7.3
111年5月,延平北路2段61巷16號,<1,<1,0.54,7.2
111年5月,昌吉街118號,<1,<1,0.57,7.3
111年5月,哈密街59巷﹝龍塘綠地﹞,<1,<1,0.53,7.4
111年5月,迪化街1段268號,<1,<1,0.63,7.3
111年5月,中山北路1段110-7號,<1,<1,0.56,7.3
111年5月,天母東路69巷30號,<1,<1,0.53,7.3
111年5月,至善路2段322巷口,<1,<1,0.46,7.2
111年5月,後港街38巷臨5之1號,<1,<1,0.52,7.3
111年5月,華齡街2巷口,<1,<1,0.42,7.2
111年5月,中山北路5段460巷1號,<1,<1,0.45,7
111年5月,行義路1號,<1,<1,0.59,7.1
111年5月,臺北市內湖區大湖街166巷大湖公園入口旁,<1,<1,0.44,7.1
111年5月,永吉路120巷92號,<1,<1,0.58,7.2
111年5月,研究院路二段1號,<1,<1,0.5,7.1
111年5月,興東街1號對面,<1,<1,0.47,7.2
111年5月,民族東路臨41號,<1,<1,0.54,7
111年5月,延壽街373號,<1,<1,0.58,7.3
111年5月,臺北市松山區八德路2段364巷5弄29號對面,<1,<1,0.61,7.5
111年5月,桂林路167巷14號（三清宮）,<1,<1,0.55,7.4
111年5月,大安區四維路52巷1號對面,<1,<1,0.62,6.6
111年5月,和平東路三段308巷15弄涼亭旁,<1,<1,0.5,6.8
111年5月,思源街1號,<1,<1,0.65,6.5
111年5月,木新路3段55號,<1,<1,0.56,6.7
111年5月,羅斯福路六段268號,<1,<1,0.66,6.8
111年5月,至善路二段449號,<1,<1,0.58,7.3
111年5月,格致路198號,<1,<1,0.6,7.1
111年5月,中山北路1段110-7號,<1,<1,0.61,7.2
111年5月,承德路七段388號對面﹝北投加壓站﹞,<1,<1,0.54,7.2
111年6月,康寧路3段99巷17弄26號旁,<1,<1,0.53,7.2
111年6月,康樂街236-5號附近（公車站旁）,<1,<1,0.46,7.1
111年6月,民權東路5段41-1號,<1,<1,0.61,7.1
111年6月,敦化北路199巷9號旁,<1,<1,0.52,7.1
111年6月,臺北市松山區南京東路4段52巷16弄口,<1,<1,0.55,7.1
111年6月,中坡南路51號,<1,<1,0.48,7.1
111年6月,西園路1段127號,<1,<1,0.52,7.3
111年6月,西藏路171號,<1,<1,0.63,7.2
111年6月,長泰街8號,<1,<1,0.6,7.2
111年6月,桂林路167巷14號（三清宮）,<1,<1,0.54,7.3
111年6月,莒光路176號,<1,<1,0.5,7.2
111年6月,萬大路423巷115號,<1,<1,0.54,7.2
111年6月,民族東路臨41號,<1,<1,0.57,7.1
111年6月,臺北市內湖區大湖街166巷大湖公園入口旁,<1,<1,0.53,7.1
111年6月,延壽街373號,<1,<1,0.62,7.1
111年6月,臺北市松山區八德路2段364巷5弄29號對面,<1,<1,0.62,7.1
111年6月,永吉路120巷92號,<1,<1,0.66,7.3
111年6月,研究院路二段1號,<1,<1,0.5,7.2
111年6月,興東街1號對面,<1,<1,0.45,7.4
111年6月,桂林路167巷14號（三清宮）,<1,<1,0.57,7.3
111年6月,建國南路1段354號,<1,<1,0.64,7.3
111年6月,師大路107號,<1,<1,0.62,7.3
111年6月,木柵路1段280號,<1,<1,0.56,7.3
111年6月,景福街19號1樓,<1,<1,0.5,7.3
111年6月,興隆路2段234號,<1,<1,0.53,7.2
111年6月,莊敬路393號,<1,<1,0.62,7.3
111年6月,長興街131號,<1,<1,0.64,7.5
111年6月,思源街1號,<1,<1,0.61,7.4
111年6月,直潭路127號(直潭淨水場),<1,<1,0.59,7.2
111年6月,至善路3段110號,<1,<1,0.63,7.2
111年6月,菁山路101巷79號,<1,<1,0.66,7.6
111年6月,泉源路260號,<1,<1,0.63,7.8
111年6月,鹿角坑加壓站 竹子湖路75-1號對面,<1,<1,0.68,8
111年6月,至善路二段449號,<1,<1,0.58,7
111年6月,格致路198號,<1,<1,0.59,6.8
111年6月,大安區四維路52巷1號對面,<1,<1,0.5,7.1
111年6月,和平東路三段308巷15弄涼亭旁,<1,<1,0.49,6.8
111年6月,中山北路1段110-7號,<1,<1,0.45,7.2
111年6月,思源街1號,<1,<1,0.65,6.9
111年6月,木新路3段55號,<1,<1,0.51,7.1
111年6月,羅斯福路六段268號,<1,<1,0.57,7
111年6月,承德路七段388號對面﹝北投加壓站﹞,<1,<1,0.55,7.1
111年6月,大龍街126號,<1,<1,0.54,7.3
111年6月,延平北路2段61巷16號,<1,<1,0.44,7.2
111年6月,昌吉街118號,<1,<1,0.58,7.3
111年6月,迪化街1段268號,<1,<1,0.53,7.2
111年6月,民族東路臨41號,<1,<1,0.57,7.2
111年6月,直潭路127號(直潭淨水場),<1,<1,0.48,7.3
111年6月,天母東路69巷30號,<1,<1,0.56,7.3
111年6月,至善路2段322巷口,<1,<1,0.45,7.2
111年6月,後港街38巷臨5之1號,<1,<1,0.55,7.2
111年6月,華齡街2巷口,<1,<1,0.41,7.2
111年6月,中山北路5段460巷1號,<1,<1,0.59,7.1
111年6月,行義路1號,<1,<1,0.64,7
111年7月,康寧路3段99巷17弄26號旁,<1,<1,0.54,7.3
111年7月,康樂街206號附近,<1,<1,0.51,7.3
111年7月,民權東路5段41-1號,<1,<1,0.57,7.2
111年7月,敦化北路199巷9號旁,<1,<1,0.49,7.2
111年7月,臺北市松山區南京東路4段52巷16弄口,<1,<1,0.54,7.2
111年7月,中坡南路51號,<1,<1,0.48,7.3
111年7月,建國南路1段354號,<1,<1,0.59,7.3
111年7月,師大路107號,<1,<1,0.63,7.3
